,player,runs,balls,4s,6s,batting SR,batting average,times dismissed,balls bowled,runs conceded,wickets,economy,bowling average,bowling SR,overs bowled,wides,noballs,team
33,R Tewatia,155,147,11,6,105.44,15.5,10,229,340,8,9.19,42.5,28.62,37.0,7,0,Rajasthan Royals
34,Mandeep Singh,15,13,2,0,115.38,15.0,1,0,0,0,,,,0.0,0,0,Punjab Kings
35,KK Ahmed,1,2,0,0,50.0,1.0,1,144,180,5,7.83,36.0,28.8,23.0,5,1,Sunrisers Hyderabad
36,V Shankar,50,45,1,3,111.11,12.5,4,52,81,3,10.12,,17.33,8.0,4,0,Sunrisers Hyderabad
37,R Ashwin,44,42,2,1,104.76,14.67,3,253,304,7,7.47,43.43,36.14,40.67,8,1,Delhi Capitals
38,MA Agarwal,441,309,42,18,142.72,40.09,11,0,0,0,,,,0.0,0,0,Punjab Kings
39,L Ngidi,0,0,0,0,,0.0,0,75,128,5,10.67,,15.0,12.0,3,0,Chennai Super Kings
40,JD Unadkat,41,29,3,2,141.38,20.5,2,134,168,4,7.64,42.0,33.5,22.0,2,0,Rajasthan Royals
41,RV Uthappa,115,84,8,5,136.9,28.75,4,0,0,0,,,,0.0,0,0,Chennai Super Kings
42,M Prasidh Krishna,0,1,0,0,0.0,0.0,1,253,354,12,9.19,29.5,21.08,38.5,14,8,Kolkata Knight Riders
43,TG Southee,3,5,0,0,60.0,3.0,1,74,95,3,7.92,,24.67,12.0,2,0,Kolkata Knight Riders
44,RA Tripathi,397,282,41,11,140.78,28.36,14,0,0,0,,,,0.0,0,0,Kolkata Knight Riders
45,C Sakariya,16,24,2,0,66.67,3.2,5,334,429,14,8.25,30.64,23.86,52.0,18,4,Chennai Super Kings
46,Imran Tahir,0,0,0,0,,0.0,0,26,16,2,4.0,,13.0,4.0,2,0,Chennai Super Kings
47,RR Pant,382,298,38,9,128.19,34.73,11,0,0,0,,,,0.0,0,0,Delhi Capitals
48,Mohammed Siraj,20,26,1,1,76.92,20.0,1,321,359,11,6.9,32.64,29.18,52.0,9,0,Royal Challengers Bangalore
49,LI Meriwala,0,0,0,0,,0.0,0,19,32,1,10.67,,19.0,3.0,0,1,Delhi Capitals
50,Jalaj S Saxena,0,0,0,0,,0.0,0,18,27,0,9.0,,,3.0,0,0,Punjab Kings
51,K Rabada,13,6,2,0,216.67,13.0,0,327,434,15,8.19,28.93,21.8,53.0,6,3,Delhi Capitals
52,MK Lomror,94,73,3,6,128.77,31.33,3,43,47,1,6.71,,43.0,7.0,1,0,Rajasthan Royals
53,S Dhawan,559,443,60,16,126.19,39.93,14,0,0,0,,,,0.0,0,0,Delhi Capitals
54,MP Stoinis,87,69,11,1,126.09,21.75,4,63,108,2,10.62,,31.5,10.17,1,1,Delhi Capitals
55,JO Holder,85,70,2,6,121.43,14.17,6,203,247,16,7.76,15.44,12.69,31.83,12,0,Sunrisers Hyderabad
56,KS Williamson,200,183,21,2,109.29,33.33,6,0,0,0,,,,0.0,0,0,Sunrisers Hyderabad
57,TK Curran,21,17,2,0,123.53,21.0,1,72,104,4,9.18,,18.0,11.33,4,0,Delhi Capitals
58,RP Meredith,0,0,0,0,,0.0,0,108,169,4,9.94,42.25,27.0,17.0,5,1,Punjab Kings
59,Sachin Baby,7,16,0,0,43.75,7.0,1,0,0,0,,,,0.0,0,0,Royal Challengers Bangalore
60,Avesh Khan,5,3,1,0,166.67,5.0,1,356,422,21,7.4,20.1,16.95,57.0,13,1,Delhi Capitals
61,SN Thakur,5,4,0,0,125.0,2.5,2,388,528,21,8.83,25.14,18.48,59.83,27,2,Chennai Super Kings
62,Ishan Kishan,241,177,21,10,136.16,26.78,9,0,0,0,,,,0.0,0,0,Mumbai Indians
63,RA Jadeja,227,155,19,9,146.45,75.67,3,300,346,13,7.06,26.62,23.08,49.0,4,2,Chennai Super Kings
64,Sandeep Sharma,8,7,1,0,114.29,8.0,1,145,203,3,8.64,67.67,48.33,23.5,3,1,Sunrisers Hyderabad
65,Shubman Gill,478,401,50,12,119.2,28.12,17,0,0,0,,,,0.0,0,0,Kolkata Knight Riders
66,T Natarajan,0,0,0,0,,0.0,0,50,69,2,8.62,,25.0,8.0,2,0,Sunrisers Hyderabad
67,YS Chahal,10,27,0,0,37.04,10.0,0,323,377,18,7.11,20.94,17.94,53.0,5,0,Royal Challengers Bangalore
68,E Lewis,151,93,18,7,162.37,30.2,5,0,0,0,,,,0.0,0,0,Rajasthan Royals
69,N Rana,383,313,34,17,122.36,29.46,13,12,12,0,6.0,,,2.0,0,0,Kolkata Knight Riders
70,V Kohli,405,337,43,9,120.18,28.93,14,0,0,0,,,,0.0,0,0,Royal Challengers Bangalore
71,K Yadav,0,4,0,0,0.0,0.0,0,12,16,0,8.0,,,2.0,0,0,Kolkata Knight Riders
72,SO Hetmyer,241,140,19,12,172.14,40.17,6,0,0,0,,,,0.0,0,0,Delhi Capitals
73,AB de Villiers,313,211,23,16,148.34,31.3,10,0,0,0,,,,0.0,0,0,Royal Challengers Bangalore
74,PJ Cummins,93,56,5,8,166.07,31.0,3,168,237,9,8.83,26.33,18.67,26.83,7,0,Kolkata Knight Riders
75,S Gopal,7,5,0,1,140.0,7.0,1,42,84,0,12.0,,,7.0,0,0,Rajasthan Royals
76,GHS Garton,2,4,0,0,50.0,2.0,1,97,135,3,9.0,,32.33,15.0,5,2,Royal Challengers Bangalore
77,RM Patidar,71,62,3,3,114.52,17.75,4,0,0,0,,,,0.0,0,0,Royal Challengers Bangalore
78,Akash Singh,0,0,0,0,,0.0,0,24,39,0,9.75,,,4.0,0,0,Rajasthan Royals
79,NT Ellis,18,16,0,1,112.5,18.0,1,68,90,1,8.18,,68.0,11.0,2,0,Punjab Kings
80,KD Karthik,223,170,22,7,131.18,22.3,10,0,0,0,,,,0.0,0,0,Kolkata Knight Riders
81,TL Seifert,2,4,0,0,50.0,2.0,1,0,0,0,,,,0.0,0,0,Kolkata Knight Riders
82,JM Bairstow,210,157,17,11,133.76,42.0,5,0,0,0,,,,0.0,0,0,Sunrisers Hyderabad
83,DJ Malan,26,26,1,1,100.0,26.0,1,0,0,0,,,,0.0,0,0,Punjab Kings
84,B Kumar,34,30,3,0,113.33,34.0,1,259,335,6,7.98,55.83,43.17,42.0,7,0,Punjab Kings
85,N Pooran,85,76,3,5,111.84,7.73,11,0,0,0,,,,0.0,0,0,Punjab Kings
86,KM Jadhav,46,43,1,2,106.98,15.33,3,0,0,0,,,,0.0,0,0,Sunrisers Hyderabad
87,S Nadeem,0,1,0,0,0.0,0.0,1,24,36,1,9.0,,24.0,4.0,0,0,Sunrisers Hyderabad
88,DA Miller,124,113,11,3,109.73,24.8,5,0,0,0,,,,0.0,0,0,Rajasthan Royals
89,D Padikkal,411,327,44,14,125.69,31.62,13,0,0,0,,,,0.0,0,0,Royal Challengers Bangalore
90,Mohammad Nabi,34,20,3,2,170.0,11.33,3,48,86,2,10.75,,24.0,8.0,0,0,Sunrisers Hyderabad
91,JJ Bumrah,16,17,2,0,94.12,8.0,2,347,414,21,7.53,19.71,16.52,55.0,12,5,Mumbai Indians
92,CH Morris,67,49,2,5,136.73,13.4,5,262,388,15,9.46,25.87,17.47,41.0,16,0,Rajasthan Royals
93,SS Iyer,175,171,7,5,102.34,35.0,5,0,0,0,,,,0.0,0,0,Delhi Capitals
94,Umran Malik,0,0,0,0,,0.0,0,75,96,2,8.0,,37.5,12.0,3,0,Sunrisers Hyderabad
95,PP Chawla,0,2,0,0,0.0,0.0,1,24,38,1,9.5,,24.0,4.0,0,0,Mumbai Indians
96,MS Dhoni,114,107,12,3,106.54,16.29,7,0,0,0,,,,0.0,0,0,Chennai Super Kings
97,J Yadav,34,26,2,1,130.77,17.0,2,106,130,2,7.65,65.0,53.0,17.0,4,0,Mumbai Indians
98,SM Curran,56,29,5,3,193.1,18.67,3,209,328,9,9.94,36.44,23.22,33.0,9,2,Chennai Super Kings
99,S Kaul,8,8,1,0,100.0,8.0,0,157,219,5,8.42,43.8,31.4,26.0,0,1,Sunrisers Hyderabad
100,AD Russell,183,117,14,14,156.41,26.14,7,122,188,11,9.89,17.09,11.09,19.0,8,0,Kolkata Knight Riders
101,S Dube,230,193,18,10,119.17,28.75,8,31,52,0,10.4,,,5.0,1,0,Rajasthan Royals
102,P Simran Singh,19,23,1,1,82.61,9.5,2,0,0,0,,,,0.0,0,0,Punjab Kings
103,Ravi Bishnoi,1,4,0,0,25.0,1.0,1,220,234,12,6.5,19.5,18.33,36.0,4,0,Punjab Kings
104,KM Asif,0,0,0,0,,0.0,0,14,18,1,8.29,,14.0,2.17,0,1,Chennai Super Kings
105,DR Sams,6,6,0,0,100.0,6.0,1,38,39,1,6.5,,38.0,6.0,2,0,Royal Challengers Bangalore
106,RD Chahar,14,15,1,0,93.33,2.8,5,261,321,13,7.47,24.69,20.08,43.0,3,0,Mumbai Indians
107,WP Saha,131,139,7,5,94.24,14.56,9,0,0,0,,,,0.0,0,0,Sunrisers Hyderabad
108,JJ Roy,150,120,21,1,125.0,30.0,5,0,0,0,,,,0.0,0,0,Mumbai Indians
109,Harbhajan Singh,4,4,0,0,100.0,4.0,0,45,63,0,9.0,,,7.0,2,1,Kolkata Knight Riders
110,Virat Singh,11,12,1,0,91.67,11.0,1,0,0,0,,,,0.0,0,0,Sunrisers Hyderabad
111,Shahbaz Ahmed,59,53,4,2,111.32,8.43,7,84,92,7,6.57,,12.0,14.0,0,0,Royal Challengers Bangalore
112,AK Markram,146,119,12,4,122.69,29.2,5,25,23,0,5.75,,,4.0,1,0,Punjab Kings
113,AU Rashid,0,0,0,0,,0.0,0,18,35,0,11.67,,,3.0,0,0,Punjab Kings
114,FA Allen,6,11,0,0,54.55,6.0,1,67,90,1,8.18,,67.0,11.0,1,0,Punjab Kings
115,SA Yadav,317,220,40,10,144.09,22.64,14,0,0,0,,,,0.0,0,0,Mumbai Indians
116,YBK Jaiswal,249,168,32,10,148.21,24.9,10,0,0,0,,,,0.0,0,0,Rajasthan Royals
117,KH Pandya,143,122,10,6,117.21,14.3,10,210,265,5,7.99,53.0,42.0,33.17,9,2,Mumbai Indians
118,AM Rahane,8,8,1,0,100.0,8.0,1,0,0,0,,,,0.0,0,0,Delhi Capitals
119,Lalit Yadav,68,70,7,0,97.14,34.0,2,84,101,4,7.21,,21.0,14.0,0,0,Delhi Capitals
120,F du Plessis,633,456,61,23,138.82,45.21,14,0,0,0,,,,0.0,0,0,Chennai Super Kings
121,DJ Bravo,47,18,3,4,261.11,47.0,1,221,263,14,7.81,18.79,15.79,33.67,19,0,Chennai Super Kings
122,BA Stokes,0,3,0,0,0.0,0.0,1,6,12,0,12.0,,,1.0,0,0,Rajasthan Royals
123,AT Rayudu,257,167,16,17,153.89,25.7,10,0,0,0,,,,0.0,0,0,Chennai Super Kings
124,DJ Hooda,160,121,9,9,132.23,16.0,10,96,136,2,8.5,,48.0,16.0,0,0,Punjab Kings
125,JA Richardson,15,24,2,0,62.5,7.5,2,69,120,3,10.91,,23.0,11.0,3,0,Punjab Kings
126,M Vohra,42,39,5,2,107.69,10.5,4,0,0,0,,,,0.0,0,0,Rajasthan Royals
127,DA Warner,189,173,15,6,109.25,27.0,7,0,0,0,,,,0.0,0,0,Sunrisers Hyderabad
128,LS Livingstone,42,41,3,1,102.44,8.4,5,0,0,0,,,,0.0,0,0,Rajasthan Royals
129,KA Pollard,245,164,16,16,149.39,30.62,8,85,95,5,7.21,,17.0,13.17,5,1,Mumbai Indians
130,GJ Maxwell,513,354,48,21,144.92,42.75,12,99,135,3,8.44,,33.0,16.0,3,0,Royal Challengers Bangalore
131,Abdul Samad,111,87,4,8,127.59,12.33,9,6,9,1,9.0,,6.0,1.0,0,0,Sunrisers Hyderabad
132,PP Shaw,426,261,49,17,163.22,30.43,14,0,0,0,,,,0.0,0,0,Delhi Capitals
133,MM Ali,357,260,31,19,137.31,25.5,14,154,161,6,6.36,26.83,25.67,25.33,1,1,Chennai Super Kings
134,CV Varun,2,4,0,0,50.0,2.0,1,416,449,18,6.6,24.94,23.11,68.0,5,3,Kolkata Knight Riders
135,Shakib Al Hasan,47,48,3,1,97.92,9.4,5,157,187,4,7.19,46.75,39.25,26.0,1,0,Kolkata Knight Riders
136,RG Sharma,381,298,33,14,127.85,29.31,13,7,13,0,11.11,,,1.17,0,0,Mumbai Indians
137,Mustafizur Rahman,8,14,0,1,57.14,8.0,0,327,441,14,8.51,31.5,23.36,51.83,14,2,Rajasthan Royals
138,RV Patel,25,27,3,0,92.59,25.0,1,20,22,0,7.33,,,3.0,2,0,Delhi Capitals
139,R Parag,93,82,6,4,113.41,11.62,8,39,73,1,11.83,,39.0,6.17,2,0,Rajasthan Royals
140,PK Garg,72,74,2,3,97.3,14.4,5,0,0,0,,,,0.0,0,0,Sunrisers Hyderabad
141,SN Khan,0,4,0,0,0.0,0.0,2,0,0,0,,,,0.0,0,0,Punjab Kings
142,MC Henriques,31,32,0,1,96.88,15.5,2,61,45,4,4.5,,15.25,10.0,1,0,Punjab Kings
143,JDS Neesham,0,2,0,0,0.0,0.0,2,54,66,5,7.33,,10.8,9.0,0,0,Mumbai Indians
144,SPD Smith,118,110,10,1,107.27,19.67,6,0,0,0,,,,0.0,0,0,Delhi Capitals
145,M Markande,0,0,0,0,,0.0,0,18,26,0,8.67,,,3.0,0,0,Rajasthan Royals
146,GD Phillips,26,32,1,2,81.25,13.0,2,13,20,1,10.0,,13.0,2.0,1,0,Rajasthan Royals
147,T Shamsi,2,4,0,0,50.0,2.0,0,24,34,0,8.5,,,4.0,0,0,Rajasthan Royals
148,M Ashwin,15,24,1,0,62.5,7.5,2,71,97,1,8.82,,71.0,11.0,4,1,Punjab Kings
149,DT Christian,14,23,1,0,60.87,2.33,6,104,155,4,9.3,38.75,26.0,16.67,4,0,Royal Challengers Bangalore
150,CR Woakes,15,11,2,0,136.36,15.0,0,67,82,5,7.45,,13.4,11.0,0,1,Delhi Capitals
151,DS Kulkarni,0,0,0,0,,0.0,0,26,48,0,12.0,,,4.0,2,0,Mumbai Indians
152,JC Buttler,254,164,27,13,154.88,36.29,7,0,0,0,,,,0.0,0,0,Rajasthan Royals
153,Abhishek Sharma,93,69,7,4,134.78,18.6,5,56,50,4,5.56,,14.0,9.0,2,0,Sunrisers Hyderabad
154,Anmolpreet Singh,16,14,2,1,114.29,16.0,1,0,0,0,,,,0.0,0,0,Mumbai Indians
155,SS Tiwary,115,97,10,2,118.56,57.5,2,0,0,0,,,,0.0,0,0,Mumbai Indians
156,Anuj Rawat,0,1,0,0,0.0,0.0,1,0,0,0,,,,0.0,0,0,Rajasthan Royals
157,CJ Jordan,32,21,1,3,152.38,16.0,2,74,99,4,8.25,,18.5,12.0,2,0,Punjab Kings
158,KL Nagarkoti,0,2,0,0,0.0,0.0,1,12,25,0,12.5,,,2.0,0,0,Kolkata Knight Riders
159,Mohammed Shami,13,17,0,0,76.47,13.0,1,323,396,19,7.52,20.84,17.0,52.67,5,2,Punjab Kings
160,Navdeep Saini,2,4,0,0,50.0,2.0,1,25,52,0,13.0,,,4.0,0,1,Royal Challengers Bangalore
161,HH Pandya,127,111,11,5,114.41,14.11,9,0,0,0,,,,0.0,0,0,Mumbai Indians
162,KW Richardson,0,0,0,0,,0.0,0,19,29,1,9.67,,19.0,3.0,1,0,Royal Challengers Bangalore
163,TA Boult,1,4,0,0,25.0,1.0,0,317,406,13,7.91,31.23,24.38,51.33,8,1,Mumbai Indians
164,HV Patel,59,46,6,2,128.26,14.75,4,361,459,32,8.15,14.34,11.28,56.33,16,7,Royal Challengers Bangalore
165,A Mishra,0,0,0,0,,0.0,0,60,78,5,7.8,,12.0,10.0,0,0,Delhi Capitals
166,I Sharma,0,0,0,0,,0.0,0,72,97,1,8.08,,72.0,12.0,0,0,Delhi Capitals
